Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU	E-1	E-10	E-2	E-3	E-4	E-5	E-6	E-7	E-8	E-9	H-1	H-10	H-2	H-3	H-4	H-5	H-6	H-7	H-8	H-9	SAH-1	SAH-10	SAH-2	SAH-3	SAH-4	SAH-5	SAH-6	SAH-7	SAH-8	SAH-9	Shared
ASV_2865	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage		ASV_2865	0	0	0	0	0	0	0	0	0.00651321531387185	0	0	0	0	0	0.0101854890732337	0	0	0	0.0033636812127192	0	0.00594530321046373	0	0	0.00867340300967084	0.0542806656888447	0	0.00687597123093637	0.0203857613297789	0.0106260246523772	0	Soil associated
ASV_498	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage		ASV_498	0.00640147489981692	0	0	0.0265661743724971	0	0	0.0146284376828555	0	0.0547110086365235	0.00173975069372559	0.00778513040093421	0.00420539131166155	0.0144649418027175	0.0451875282422052	0.0486640033498942	0	0.0601354354589902	0.0493398118651521	0.0291519038435664	0.00882413498965615	0.0202140309155767	0.0246673158065563	0.0357446047987132	0.0216835075241771	0.0658297434949819	0.00362621024767016	0.085262043263611	0.133291516387016	0.0910802113060902	0.0313337743271942	Core
ASV_1924	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Pasteuria	ASV_1924	0	0	0	0	0	0	0	0	0.024750218192713	0	0	0	0	0	0	0	0	0.00429041842305671	0.050455218190788	0.00392183777318051	0.00594530321046373	0	0	0	0	0	0.00687597123093637	0	0.113850264132613	0.0104445914423981	Non-core
ASV_765	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Pasteuria	ASV_765	0.0153635397595606	0.0174119191283325	0.0101151866884143	0	0.0241561175367662	0.0256133872637432	0.00835910724734598	0	0	0.0173975069372559	0.017516543402102	0.00420539131166155	0.00867896508163049	0	0.015844094113919	0.0317704705695468	0.0483698067822313	0	0	0.0607884854842979	0.00951248513674197	0.0220707562479714	0.0134042267995174	0	0.0103941700255235	0.0181310512383508	0.0440062158779928	0	0	0.0835567315391846	Core
ASV_2512	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	uncultured_Pasteuria	ASV_2512	0.0115226548196705	0	0	0.0127911209941653	0	0	0	0	0	0	0.0253016738030362	0	0.01928658907029	0	0	0	0	0	0	0	0.0249702734839477	0	0.0245744157991153	0	0	0	0.00412558273856182	0	0	0.00696306096159872	Non-core
ASV_2055	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae			ASV_2055	0	0	0	0	0	0.00533612234661316	0	0	0	0	0.0253016738030362	0	0	0.0135562584726615	0.00792204705695952	0.006109705878759	0	0.00214520921152835	0.0179396331345024	0	0.0178359096313912	0.0233690360272639	0	0.00722783584139237	0.00808435446429603	0.0120873674922339	0.0137519424618727	0.00940881292143641	0.0227700528265226	0	Rhizhomorph_Soil associated
ASV_1894	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae			ASV_1894	0.00384088493989015	0.00267875678897424	0.00885078835236253	0	0	0	0.0020897768118365	0.0310964612227129	0	0.00782887812176515	0.00486570650058388	0	0.00385731781405799	0.00903750564844103	0	0	0.00784375245117264	0.036468556595982	0.0067273624254384	0.00392183777318051	0.00951248513674197	0	0.00223403779991957	0.00433670150483542	0.00230981556122744	0	0.01512713670806	0.0109769484083425	0.0121440281741454	0.0156668871635971	Core
ASV_2615	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae			ASV_2615	0.0217650146593775	0	0	0	0.013803495735295	0.00213444893864526	0	0	0	0	0	0	0.017357930163261	0	0.0113172100813707	0.006109705878759	0	0	0	0.00882413498965615	0.00475624256837099	0.00778967867575463	0	0	0.00577453890306859	0.0108786307430105	0.00412558273856182	0	0	0	Soil associated
ASV_2265	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae			ASV_2265	0	0.00401813518346136	0	0	0	0	0	0	0.0273555043182617	0	0	0	0	0	0	0	0	0	0.0302731309144728	0	0	0.00259655955858487	0	0.0173468060193417	0	0.00483494699689355	0	0	0.0895622077843221	0.00696306096159872	Soil associated
ASV_2059	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae			ASV_2059	0.0204847196794141	0	0	0	0	0.00533612234661316	0	0	0	0.00347950138745118	0.017516543402102	0	0.00964329453514499	0.0180750112968821	0.00226344201627415	0.0073316470545108	0	0	0	0	0.0261593341260404	0	0.0167552834993968	0.0318024777021264	0.0103941700255235	0.0145048409906806	0	0	0.00759001760884085	0	Rhizhomorph_Soil associated
ASV_2505	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		uncultured_Planctomycetaceae	ASV_2505	0	0	0	0.0373894305983293	0	0	0	0	0	0	0	0	0	0.0225937641211026	0	0	0.0065364603759772	0.0128712552691701	0.005606135354532	0	0.00475624256837099	0	0	0.0144556716827847	0	0.00846115724456371	0.00825116547712364	0.0156813548690607	0.0151800352176817	0	Soil associated
ASV_2640	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		uncultured_Planctomycetaceae	ASV_2640	0	0.00401813518346136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00915104452636808	0	0.005606135354532	0	0	0.0272638753651412	0	0.0159012388510632	0.0138588933673646	0.00966989399378709	0.01512713670806	0.00784067743453034	0.0379500880442043	0	Soil associated
ASV_2748	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		uncultured_Planctomycetaceae	ASV_2748	0.0115226548196705	0	0	0	0	0	0	0	0	0	0.00583884780070066	0	0.00385731781405799	0	0	0	0.0104583366015635	0	0.0078485894963448	0	0.00713436385255648	0.00389483933787731	0	0	0	0.00966989399378709	0.0275038849237455	0.00940881292143641	0.00607201408707268	0.0400376005291926	Soil associated
ASV_1226	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			uncultured_Planctomyces	ASV_1226	0	0.0033484459862178	0.00885078835236253	0.0177107829149981	0	0	0	0	0.0195396459416155	0.00347950138745118	0	0	0.001928658907029	0	0	0	0.0287604256542997	0.0128712552691701	0.0269094497017536	0	0.00594530321046373	0.0168776371308017	0.00558509449979894	0.0115645373462278	0	0.015713577739904	0.0385054388932437	0.0423396581464639	0.0667921549577995	0.0365560700483933	Soil associated_Stipe
ASV_1830	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			uncultured_Planctomyces	ASV_1830	0	0.0140634731421147	0.122646638597024	0	0	0	0	0.0321330099301366	0	0.00434937673431397	0	0	0	0	0	0	0	0.00429041842305671	0	0	0	0	0.0111701889995979	0	0	0	0	0	0	0.0156668871635971	Non-core
ASV_2052	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			uncultured_Planctomyces	ASV_2052	0	0	0.0227591700489322	0	0	0	0	0	0.00390792918832311	0	0	0	0.011571953442174	0	0	0	0	0	0	0	0	0	0.136276305795094	0	0	0	0	0	0	0	Non-core
ASV_763	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			uncultured_Planctomyces	ASV_763	0.0243256046193043	0	0	0	0	0	0	0	0.0338687196321336	0	0.00875827170105099	0	0	0.0180750112968821	0.0192392571383303	0.00855358823026259	0	0	0.0291519038435664	0	0.0190249702734839	0.214216163583252	0	0.0231290746924556	0.0404217723214801	0.021757261486021	0.00962635972331092	0.0329308452250274	0.0956342218713947	0	Rhizhomorph_Soil associated
ASV_1044	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata		ASV_1044	0	0.0187512975228197	0.00632199168025895	0.0511644839766611	0	0.00213444893864526	0.00731421884142774	0.00310964612227129	0.0481977933226517	0.00782887812176515	0.00778513040093421	0	0	0.00677812923633077	0	0	0.0130729207519544	0.00429041842305671	0.0370004933399112	0.0117655133195415	0.00832342449464923	0.0103862382343395	0.00223403779991957	0.0173468060193417	0	0.0145048409906806	0.0178775252004346	0.0125450838952485	0.053130123261886	0.0278522438463949	Core
ASV_1538	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata_sp.	ASV_1538	0	0	0	0.0442769572874952	0.0241561175367662	0	0	0	0	0.00260962604058838	0	0	0.015429271256232	0.0723000451875282	0.015844094113919	0	0	0	0	0.0068632161030659	0.00594530321046373	0	0.00670211339975872	0.0231290746924556	0.0184785244898195	0.00483494699689355	0	0.00627254194762427	0	0.00696306096159872	Soil associated
ASV_1768	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata		ASV_1768	0	0	0	0	0	0.0160083670398395	0	0	0	0	0	0	0	0.00903750564844103	0.00565860504068537	0.0818700587753706	0	0	0	0	0	0	0.00335105669987936	0.0057822686731139	0.0207883400510469	0.0713154682041798	0	0.0125450838952485	0	0.00348153048079936	Soil associated
ASV_2444	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata		ASV_2444	0.00896206485974368	0	0.00252879667210358	0	0	0.0138739181011942	0	0	0.00781585837664621	0.00347950138745118	0	0	0.00482164726757249	0.0203343877089923	0.00792204705695952	0.0195510588120288	0	0	0	0.00392183777318051	0.00475624256837099	0.00778967867575463	0.00446807559983915	0	0.0184785244898195	0.0108786307430105	0.0055007769847491	0.0109769484083425	0	0	Core
ASV_1785	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata		ASV_1785	0	0.0113847163531405	0	0	0	0	0	0	0	0	0.00291942390035033	0.0992472349552126	0	0	0	0	0	0.0353959519902178	0	0	0	0.0129827977929244	0	0	0	0	0	0	0	0.00348153048079936	Non-core
ASV_2910	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata		ASV_2910	0	0	0	0	0	0	0	0	0	0.00173975069372559	0.00194628260023355	0	0	0	0	0	0.0261458415039088	0	0.0033636812127192	0	0.00356718192627824	0	0	0.00433670150483542	0	0.00483494699689355	0.0343798561546818	0	0.00455401056530451	0.0557044876927898	Soil associated
ASV_2570	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata		ASV_2570	0	0.00267875678897424	0	0	0.0126532044240204	0.00533612234661316	0	0	0.0117237875649693	0	0.00194628260023355	0	0	0	0.00339516302441122	0	0	0.00965344145187759	0.0089698165672512	0	0	0	0	0.00289113433655695	0.00692944668368231	0.00362621024767016	0	0.0501803355809942	0.0136620316959135	0	Soil associated
ASV_2857	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		uncultured_planctomycete	ASV_2857	0	0	0	0	0	0	0	0	0.0143290736905181	0	0.00875827170105099	0	0	0	0	0	0	0	0.005606135354532	0	0.014268727705113	0	0.00223403779991957	0	0	0.00604368374611693	0.00412558273856182	0.0109769484083425	0.0576841338271905	0.0087038262019984	Soil associated
ASV_2226	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		uncultured_Planctomycetaceae	ASV_2226	0.016643834739524	0	0	0	0	0	0	0	0.00390792918832311	0	0.00583884780070066	0	0	0	0	0	0.0169947969775407	0	0.0033636812127192	0	0.0166468489892985	0.0103862382343395	0	0.0130101045145063	0	0.00846115724456371	0.03025427341612	0.0125450838952485	0.0409860950877406	0.0087038262019984	Soil associated
ASV_2595	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_2595	0.00640147489981692	0	0.0113795850244661	0	0	0	0	0	0	0	0.00194628260023355	0	0	0	0	0	0	0	0.0044849082836256	0	0.00356718192627824	0.00778967867575463	0.00670211339975872	0.0101189701779493	0.00230981556122744	0	0.0536325756013037	0.00627254194762427	0.0151800352176817	0.0278522438463949	Soil associated
ASV_1054	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1054	0	0	0	0.190882882528313	0	0	0	0	0.0156317167532924	0	0	0	0	0	0	0	0	0.0128712552691701	0.0078485894963448	0	0	0	0.0111701889995979	0.106971970452607	0	0	0	0.00470440646071821	0.0166980387394499	0.00348153048079936	Soil associated
ASV_1347	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1347	0	0	0	0.221384786437476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0260202090290125	0	0	0	0.00940881292143641	0.00303600704353634	0	Non-core
ASV_1336	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1336	0	0	0	0.0275501067566637	0	0.0032016734079679	0	0	0.0169343598160668	0	0.00486570650058388	0	0	0.0723000451875282	0.00565860504068537	0	0.00522916830078176	0.00536302302882089	0.0358792662690048	0	0.00356718192627824	0.00908795845504706	0	0.082397328591873	0.0127039855867509	0.00966989399378709	0	0.00784067743453034	0.0470581091748133	0.00696306096159872	Rhizhomorph_Soil associated
ASV_1270	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1270	0	0	0.00632199168025895	0.00590359430499936	0	0	0	0	0	0	0.00486570650058388	0	0.0626814144784424	0.0225937641211026	0.00565860504068537	0.0024438823515036	0	0	0.005606135354532	0.00392183777318051	0.00832342449464923	0.00649139889646219	0.0915955497967025	0.0101189701779493	0.0277177867347292	0.0145048409906806	0.00825116547712364	0.00470440646071821	0	0.0156668871635971	Rhizhomorph_Soil associated
ASV_2278	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_2278	0	0	0	0	0	0	0	0.0238406202707465	0	0.00347950138745118	0	0	0	0	0	0	0	0.0568480441055014	0	0	0	0.00259655955858487	0.00335105669987936	0	0.0115490778061372	0.00846115724456371	0	0.0470440646071821	0	0.00348153048079936	Soil associated
ASV_2791	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_2791	0	0	0	0	0	0	0	0.00414619482969505	0	0	0.00681198910081744	0	0	0	0	0	0.0313750098046906	0.0150164644806985	0	0	0.0118906064209275	0	0	0	0	0.00362621024767016	0.0385054388932437	0	0	0.0226299481251958	Non-core
ASV_2915	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		uncultured_planctomycete	ASV_2915	0	0	0	0	0.0563642742524544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Non-core
ASV_1604	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1604	0.016643834739524	0	0	0	0	0.0064033468159358	0	0	0	0	0.0272479564032698	0	0.0221795774308335	0.0158156348847718	0.0045268840325483	0.012219411757518	0.00392187622558632	0	0	0.0186287294226074	0.0249702734839477	0	0.0256914346990751	0.0245746418607341	0.00923926224490974	0.00966989399378709	0	0.00627254194762427	0	0.0208891828847962	Rhizhomorph_Soil associated
ASV_1381	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1381	0	0	0	0.0186947152991646	0	0.02027726491713	0.00313466521775474	0	0	0	0.00291942390035033	0	0.011571953442174	0.0519656574785359	0.00792204705695952	0.0464337646785684	0	0.00214520921152835	0.0022424541418128	0	0.00237812128418549	0.020772476468679	0.0234573968991555	0.0231290746924556	0.0115490778061372	0.037470839225925	0.00412558273856182	0.0266583032774032	0.00303600704353634	0	Rhizhomorph_Soil associated
ASV_1721	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1721	0	0	0	0.00393572953666624	0	0	0	0	0.0377766488204567	0	0	0	0	0.00677812923633077	0	0	0	0	0.0627887159707584	0	0	0.0129827977929244	0	0.0057822686731139	0.00692944668368231	0.00362621024767016	0	0.00940881292143641	0.104742243002004	0	Soil associated
ASV_1673	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae			ASV_1673	0.0115226548196705	0	0	0.0216465124516643	0	0	0	0	0	0	0.0253016738030362	0	0	0.0203343877089923	0.0124489310895078	0	0.00261458415039088	0.00214520921152835	0.0067273624254384	0	0.0439952437574316	0.00259655955858487	0.00335105669987936	0.0318024777021264	0.0323374178571841	0.0145048409906806	0	0.00784067743453034	0	0	Rhizhomorph_Soil associated
